151
4 3 2
6 7 164228081 164228081
7 8 513817705 900589961
8 9 853684881 919889389
9 10 83646469 718748979
10 11 488755722 863641376
11 12 874445423 874445423
12 13 5989219 211133574
13 14 367225162 792024506
14 15 848377888 888093473
15 16 939104530 943576516
16 17 247897435 247897435
17 18 215780186 215780186
18 19 356577443 565047646
19 20 176388503 176388503
8 12 114831889 114831889
6 20 855248563 855248563
10 17 996155996 999416633
2 10 190988058 190988058
3 12 462031209 721016926
13 16 586033150 969652201
4 19 184383914 493834990
5 13 541300737 614895822
2 11 126799451 126799451
4 13 145289855 590217089
11 18 880968403 880968403
3 11 65117806 318743230
4 17 166407464 166407464
9 20 318451907 318451907
15 18 244424698 317244075
2 7 184821030 371134854
15 19 958834314 969105561
3 14 730988227 914541627
3 17 140837122 216339364
14 20 102304123 687861817
17 20 165214245 167157707
7 9 993204852 993204852
3 7 498690590 498690590
5 12 512695597 581433168
16 18 466308496 466308496
13 18 766604264 967873481
12 27 2
1 2 274644611 603134295
2 3 650210214 650210214
3 4 293338052 861920775
4 5 905551507 974858367
5 6 455359535 758241120
6 7 543516474 543516474
7 8 871030495 963182615
8 9 616467316 920268344
9 10 891733608 900541419
10 11 109857853 410024334
11 12 28778456 677799801
7 12 841457131 841457131
4 8 424925188 669752170
5 7 120346685 120346685
1 12 134757368 869789362
3 7 87962100 269515908
1 5 267821778 267821778
4 7 794505987 910987224
8 10 648811184 954883459
7 11 270611369 980198546
3 5 223154975 574950847
5 11 803337415 815327848
1 4 334024481 334024481
4 11 394808513 697578286
10 12 401512033 851580959
3 10 661821597 934702907
6 9 777109780 825223940
4 6 2
1 2 693769356 888371434
2 3 807351113 899951179
3 4 106093579 106093579
1 3 237631148 851778872
2 4 848458211 893490819
1 4 575912384 696827624
10 30 7
1 2 561397685 633039048
2 3 694027257 889768594
3 4 853631807 973714026
4 5 376686402 618816668
5 6 673296657 678992717
6 7 334158325 735827305
7 8 363313228 381311545
8 9 229886684 259272848
9 10 48063111 48063111
2 4 680109493 831058508
1 8 302088441 302088441
5 9 123003743 885514835
1 3 545366360 918975484
4 10 958475010 964789622
3 9 985554721 993643937
4 8 937738671 963764172
6 8 102429865 864753305
4 7 652274061 652274061
1 4 969589400 975815666
2 10 545260418 761862879
2 8 397795519 613300233
1 10 192426426 920287544
7 9 387200970 728643364
5 10 95345310 116571412
1 9 173821807 173821807
2 7 492381094 587379621
6 9 886342454 886342454
1 7 954903038 989800676
2 6 434208434 844478514
3 5 750934570 750934570
20 24 12
1 2 76760403 821219647
2 3 884580691 982183448
3 4 895772673 990546966
4 5 881113754 911612240
5 6 115531718 115531718
6 7 939684627 970954941
7 8 509270918 822393339
8 9 150789302 150789302
9 10 148607479 357581645
10 11 199965160 777520505
11 12 1931984 988124901
12 13 364220784 518643958
13 14 676801256 943406542
14 15 25062353 25062353
15 16 388069342 727176131
16 17 996330056 998395817
17 18 87458130 258180763
18 19 347309667 347309667
19 20 516238732 773697104
9 12 600041966 885312464
14 16 63626039 945160809
10 12 77674619 608836610
1 9 839335788 944259770
3 5 352353540 748595720
8 7 6
1 2 484072792 613974326
2 3 260788301 617402736
3 4 557184017 898777848
4 5 879503870 879503870
5 6 447542349 494064740
6 7 161293238 339245370
7 8 693978351 995471824
8 21 5
1 2 122027562 974373073
2 3 49636200 948883455
3 4 949516021 995779594
4 5 168898499 226616888
5 6 616834654 625305209
6 7 662380620 799423682
7 8 265669277 946299764
1 7 315909585 315909585
6 8 240580441 486179421
1 4 167579828 167579828
1 6 695573702 896682015
1 5 103069832 293998184
1 3 851874509 851874509
3 7 84230427 639718631
3 8 603619362 650300767
4 7 822669761 956689978
4 8 689700629 833541323
2 7 852231831 882871536
4 6 903313953 975480918
5 7 538306567 538306567
2 4 221004394 240356082
8 27 4
1 2 59321051 59321051
2 3 540990269 540990269
3 4 724816730 818908886
4 5 295193593 531380464
5 6 915786476 947352172
6 7 643056072 891500540
7 8 596509513 596509513
3 6 950491554 999268366
1 8 953322658 959763153
6 8 214487571 823930275
1 7 833014482 833014482
3 5 49549819 837916248
3 8 129589397 216281775
1 4 680412664 902771080
5 7 612319003 612319003
3 7 398990038 426738842
1 6 780267351 820594361
1 5 113660003 113660003
1 3 782593574 850148061
4 6 396212469 607590008
2 5 492433638 968131031
4 7 395176945 492042657
2 6 101965419 901342933
2 7 993751179 995842265
5 8 317022951 756766512
2 8 473907629 937127974
2 4 939790154 939790154
20 35 18
1 2 629319245 629319245
2 3 27479795 898439002
3 4 425641906 777182136
4 5 811693303 965775026
5 6 713050970 899056327
6 7 353027520 749422450
7 8 253268976 253268976
8 9 48216903 128754879
9 10 933609087 938836515
10 11 213583997 878464382
11 12 987709232 999935091
12 13 587276497 587276497
13 14 363773240 521037050
14 15 448467942 954673117
15 16 104675567 662169137
16 17 831479381 831479381
17 18 703364534 703364534
18 19 818379230 901151002
19 20 128376581 736798468
9 13 315920987 894775333
4 7 546583578 619800061
2 13 405171152 822755817
6 20 786938693 988924308
3 17 466171671 719823999
6 10 674073266 986161798
2 16 865949879 865949879
8 15 853550625 973879028
5 18 151685216 598658604
10 19 512020708 513446146
7 20 277640606 974919493
4 15 464989040 922206568
12 19 16518307 42263502
1 5 35735295 391545931
1 6 357892993 404923724
9 14 113083844 597134809
6 6 2
1 2 672228546 672228546
2 3 417561623 803770252
3 4 870540225 982822641
4 5 742899841 941118684
5 6 198390209 839750571
2 6 661974696 753996136
10 36 2
1 2 311079238 311079238
2 3 471311508 597399430
3 4 761357947 761357947
4 5 864383632 864383632
5 6 794920710 828391507
6 7 265403403 650843237
7 8 247097622 254954506
8 9 306244970 306244970
9 10 707780157 708631885
8 10 630579868 976979057
4 8 120970376 602797137
5 9 307304722 661801977
1 9 104428871 948134882
1 6 357667478 602835251
4 7 968131505 968131505
3 9 892347625 892347625
2 9 223724672 881623586
7 9 776129183 944476835
1 8 489128510 489128510
4 6 966931791 973757689
1 7 926226777 993451319
1 4 560507736 820646784
2 8 228953892 228953892
5 10 862959601 919574845
1 10 879799782 879799782
2 4 985263854 988875374
2 6 198704050 198704050
1 5 478745452 622811359
3 5 776991154 969488338
2 10 501646367 501646367
6 10 894804440 894804440
6 9 449280278 580546283
3 10 493262897 493262897
5 7 3362874 370587256
3 7 228985114 228985114
3 6 229156595 229156595
20 63 17
1 2 555511742 919473408
2 3 75972034 75972034
3 4 892702915 892702915
4 5 187954980 712163047
5 6 556488126 629779571
6 7 776627734 988782912
7 8 841903772 841903772
8 9 606635063 946913752
9 10 24583799 908648299
10 11 698645839 914271877
11 12 665616058 665616058
12 13 495979350 981896807
13 14 733254788 974107714
14 15 243784741 802362931
15 16 464894303 464894303
16 17 357246634 357246634
17 18 793063147 793063147
18 19 24095376 501249720
19 20 915317193 922078928
2 18 633277133 636691485
4 14 293896580 314871406
9 16 903281682 903281682
7 10 287796739 479318174
4 10 774197771 811451963
5 13 317713616 342344593
1 5 420113026 722942622
6 20 429204983 962615030
7 18 592163504 690915363
3 6 550778971 708897875
12 15 823535705 857320149
2 7 762979817 860641249
15 20 754772996 754772996
11 15 409862956 969634089
13 15 91372201 108218413
13 18 182920063 253721275
2 4 30759019 195329515
15 19 838383610 841710878
9 12 125255836 785805030
7 17 331326453 331326453
16 18 219575532 712844333
15 17 75280572 254582383
11 16 509793197 509793197
12 20 805146348 877454947
10 19 383383696 383383696
8 14 498884981 576229950
5 18 533666155 876995068
2 11 828646667 990408998
10 13 205554128 205554128
6 15 436381527 707544476
2 14 982212632 996088229
5 20 96506121 831435544
14 17 414339176 841979080
11 18 596428089 896838878
3 17 202094745 998899713
4 15 365620692 373278403
6 11 944541630 994606364
7 15 640244028 640244028
8 19 795696993 979705005
9 14 21667791 330631253
2 19 327622673 327622673
6 18 812321529 919288359
3 15 513785158 923791395
10 15 275396511 481948457
20 31 10
1 2 745236723 852670884
2 3 453192992 550128988
3 4 459739573 987570029
4 5 357144199 506196260
5 6 307914849 834614831
6 7 335144360 551200900
7 8 415325116 493608592
8 9 881168509 881168509
9 10 129650932 129650932
10 11 473974947 473974947
11 12 936249210 945574643
12 13 218126714 909679578
13 14 724271227 724271227
14 15 478610841 478610841
15 16 104612490 519847114
16 17 863406738 863406738
17 18 54559629 54559629
18 19 314504374 866950422
19 20 237146013 296193399
3 17 139767778 199872241
12 19 391438869 723282863
6 10 21912141 600353939
12 16 623976011 999679900
3 20 17612570 17612570
6 14 947053219 999461609
1 14 173347590 486617170
12 17 228011046 373030207
2 7 504074982 632457487
4 17 320545329 766124417
6 20 250676981 453286374
13 18 378951359 736385296
20 21 4
1 2 457414955 558040835
2 3 465866849 819922596
3 4 133396590 863136675
4 5 284005078 657603593
5 6 453823422 515677919
6 7 309315885 621530472
7 8 130952068 800733343
8 9 826757489 905002295
9 10 978697211 978697211
10 11 657018899 826776296
11 12 830348601 884185323
12 13 289102581 446325079
13 14 838797872 838797872
14 15 357278558 542573692
15 16 931680370 957857890
16 17 659275462 870341901
17 18 342673762 693358912
18 19 682162838 702671409
19 20 805083130 805083130
2 5 333075373 333075373
11 20 902932986 967646023
15 40 9
1 2 326554157 914474562
2 3 739622976 875703347
3 4 953312743 957897758
4 5 923585386 937658392
5 6 455720472 488104800
6 7 268929297 268929297
7 8 351715861 937699081
8 9 650965547 650965547
9 10 143030630 772234168
10 11 754664347 754664347
11 12 265401346 265464412
12 13 894583927 980690651
13 14 976290988 979206166
14 15 221571585 272757980
2 10 780014424 878295016
8 14 157507296 410060188
9 13 986600313 988749829
3 12 716634537 716634537
6 10 626861392 626861392
3 8 548070418 552625534
3 11 828136796 909369226
3 13 415499918 415499918
3 15 751345416 861223845
8 11 584435357 887294221
1 5 757773186 757773186
4 6 25021311 823370004
1 8 265676443 377226547
7 12 721769020 967371129
13 15 682231640 882332128
7 11 600737210 654363656
4 9 460402228 548622420
12 15 918127372 925885771
8 12 540151636 847431354
4 12 224494000 890561809
2 4 692924480 692924480
7 14 623636330 845350369
4 8 82111953 756474774
3 7 307109276 334821046
5 10 555950717 577684699
6 12 962393112 962393112
10 13 9
1 2 753885736 841443070
2 3 86534105 735662143
3 4 38262486 38262486
4 5 410934679 868178661
5 6 50987624 845008149
6 7 588939254 634781835
7 8 86411546 683494869
8 9 148373754 374969121
9 10 296643248 560432784
1 10 747395567 747395567
7 9 303532310 742004158
4 10 197279437 286225165
5 10 808274194 841159351
12 25 2
1 2 793365126 919049417
2 3 437541476 720757261
3 4 149667531 676632336
4 5 769712296 872283260
5 6 441845908 441845908
6 7 300422513 479156958
7 8 506914592 779345498
8 9 757574909 757574909
9 10 885531983 893139095
10 11 9133323 9133323
11 12 359966158 810519492
5 9 944372518 962373219
1 4 679463085 852426331
5 10 42118142 163757588
3 6 315088468 746957028
4 12 342314719 750066861
1 8 157988971 791455242
10 12 908734676 937846718
2 6 81054433 864288366
8 11 307674843 307674843
1 11 525184732 887041101
1 10 815879488 815879488
2 9 591667658 700912738
1 12 212756107 212756107
5 11 344474688 990303859
20 40 9
1 2 322915135 875864281
2 3 196187809 196187809
3 4 523481224 877578367
4 5 151526874 839558865
5 6 561501903 811683403
6 7 804897200 804897200
7 8 991782752 996315290
8 9 943024260 992648736
9 10 727500392 946690281
10 11 315986139 744036232
11 12 587127680 915081544
12 13 727970649 824146708
13 14 632357045 868410404
14 15 630888071 630888071
15 16 25390826 981799060
16 17 788787189 985002856
17 18 842137387 882725613
18 19 110954042 276739764
19 20 574281034 574281034
2 18 930973964 930973964
5 11 569865712 879831909
14 20 228052650 380046034
10 13 360525505 520526764
3 20 840444716 996490966
7 14 284619967 925315345
1 10 392156929 602056645
3 6 354364940 366539381
5 14 910679614 943282932
12 18 779470213 835386610
2 20 978611027 978611027
4 12 556649981 921727851
4 14 29347057 661770231
7 16 342401633 361246665
11 16 92616902 349686932
12 14 744489264 960976925
2 9 515273396 958441015
3 5 848559694 903867334
7 13 464844554 698078316
14 16 197908150 197908150
10 15 796720633 796720633
9 25 5
1 2 759516140 925969713
2 3 92247319 92247319
3 4 888675393 979006116
4 5 573318412 573318412
5 6 981784191 990180284
6 7 324803842 924855962
7 8 561637180 561637180
8 9 502578932 516748996
2 6 343771661 482239814
5 7 386262808 858010805
1 3 471299934 567779858
4 8 54394303 702139360
6 8 839880055 938114226
2 9 810247099 910547254
3 8 210013762 210013762
2 4 252175506 783120968
1 9 460555955 460555955
3 5 632284618 632284618
6 9 31867667 31867667
5 9 222153405 222153405
1 6 659035924 801558296
4 9 287445112 620136441
3 9 20840042 332352050
2 7 837474165 837474165
3 6 17089878 881614700
12 32 8
1 2 601004226 762317973
2 3 836054349 943344152
3 4 396785973 772716088
4 5 2286451 544639327
5 6 187038408 276124463
6 7 759818068 914452525
7 8 309060451 664129646
8 9 797466487 990739612
9 10 719129830 826642431
10 11 784512972 784512972
11 12 988858474 995239615
3 11 578624654 955134010
8 12 943483775 943483775
7 9 900491629 935094309
3 7 100958458 299914958
1 11 398222055 398222055
3 12 201346461 201346461
3 8 644936498 644936498
3 9 892238486 892238486
6 10 687878844 962564496
9 12 564232035 835850473
10 12 553758863 553758863
4 11 156403287 310327333
2 9 529388084 529388084
9 11 18601213 980311068
1 10 149122500 552433307
1 7 189903937 655979848
4 9 655974395 655974395
2 11 865707297 918766933
5 12 694127226 884063186
2 5 142374174 274177529
7 11 827073552 895760717
12 19 9
1 2 374482495 726890523
2 3 104908721 703396412
3 4 424852052 763776591
4 5 489558959 489558959
5 6 877389284 884410200
6 7 687588693 971665923
7 8 273221311 814838329
8 9 66978713 508887077
9 10 946016946 949730309
10 11 213575783 913418203
11 12 980675736 981705940
4 9 454454594 866449100
1 4 353864430 353864430
3 8 58284481 140045688
1 6 181175770 744370091
1 10 867606252 925871642
3 9 917321656 988689868
2 8 477413284 657927656
4 8 588156632 970764295
10 38 9
1 2 669974828 828615855
2 3 873025671 978237774
3 4 605692653 969155372
4 5 39006901 628149605
5 6 729204256 729204256
6 7 616759873 812912495
7 8 448202767 766299528
8 9 527618487 788038002
9 10 466715977 466715977
4 9 208529488 488084936
2 9 556958162 741640082
1 3 897573516 978870697
1 5 26609901 748516790
4 6 857980080 986128087
3 5 70087523 818627840
2 4 909922740 909922740
8 10 30920866 30920866
6 9 613294736 613294736
5 7 692277424 918709462
2 6 827697121 838093724
4 8 215493544 215493544
7 10 283879199 322667705
5 8 731268068 954237923
2 5 148218331 804341058
2 8 963455847 972330894
6 8 245207402 345986626
2 10 747541083 943571281
3 8 126390323 126390323
5 10 774131987 977430616
1 4 867776500 994640248
1 10 140758536 688542212
3 9 150681503 826694958
7 9 326086179 610975625
2 7 755653388 755653388
5 9 575365218 601326317
6 10 298675533 816875393
1 6 989901658 992597226
3 10 365466094 578314277
6 6 3
1 2 56575768 834187252
2 3 513142415 528481137
3 4 979290096 993311793
4 5 2173478 318207360
5 6 370985123 797500301
1 3 714901093 817646434
9 31 6
1 2 70823532 83072879
2 3 724659847 798830982
3 4 179747552 195012215
4 5 503745064 728005784
5 6 235155948 457413011
6 7 868900521 868900521
7 8 970626982 997244096
8 9 28362062 28362062
2 5 538907757 934462854
2 6 715443722 869098383
1 7 883131429 981985012
1 3 51035126 51035126
4 6 765219910 950779210
3 7 907098833 907098833
4 7 58459106 58459106
1 4 31734454 419950604
5 7 651136171 945369709
6 9 39268514 92011418
5 8 692253137 789938166
1 5 959790233 991376747
6 8 214664106 440365675
5 9 793671460 922738083
3 9 812040556 907257910
3 8 306476431 929140145
3 6 691639697 691639697
1 9 273683500 273683500
2 7 271755882 271755882
7 9 426797624 426797624
4 9 671705638 996196569
2 9 987260621 996872664
2 4 879410545 879410545
15 15 2
1 2 361634992 398391225
2 3 614458731 753290765
3 4 96234544 814330742
4 5 565503960 870491587
5 6 706261839 868908527
6 7 154039759 385747318
7 8 472015325 859557578
8 9 275676684 864372808
9 10 440934863 711795018
10 11 291073425 291073425
11 12 467750782 506702259
12 13 708545592 785358856
13 14 220952969 449655189
14 15 343317279 908698535
6 12 243479101 436469080
15 15 7
1 2 558460393 891931866
2 3 15000835 15000835
3 4 137506349 213808686
4 5 885178172 885178172
5 6 615476556 949701108
6 7 487659303 760588313
7 8 337908021 979522280
8 9 343196413 834770533
9 10 457405241 457405241
10 11 756148464 756148464
11 12 966552536 984535211
12 13 585420520 978322606
13 14 468039629 468039629
14 15 523800164 544561872
12 15 871957970 873184909
6 11 4
1 2 933192858 937029940
2 3 306546206 306546206
3 4 181760744 188789002
4 5 908916121 920928613
5 6 788090163 959198587
1 6 804710998 938449861
2 6 910464013 955531702
3 6 327177109 327177109
1 3 782337966 894753833
1 5 838989988 931135505
1 4 807136256 838687685
9 19 5
1 2 774417936 925713594
2 3 434021799 928869446
3 4 437999735 457801382
4 5 155241374 479440011
5 6 868951454 927802533
6 7 178787913 486442344
7 8 198403402 914801529
8 9 524319354 524319354
4 8 314626748 798855869
1 9 364460061 980384476
2 7 603490432 791121509
3 7 899831891 972982596
1 8 746128240 778836834
3 5 436944667 436944667
3 9 319757776 319757776
5 7 977825956 995962935
4 9 843530999 950277539
4 7 213141823 310966367
6 9 74560295 778537625
5 5 4
1 2 744851980 931021062
2 3 793924463 834595499
3 4 408434415 800011495
4 5 716681887 797113475
1 4 111424019 111424019
6 11 5
1 2 273624987 870756379
2 3 22444562 561714417
3 4 828735431 875074992
4 5 817480327 939517709
5 6 604186046 971600979
3 6 898569801 938487604
2 6 626619281 777742878
2 4 408422030 591772429
1 5 87054525 87054525
2 5 73924884 509624660
3 5 270712787 280024036
4 3 2
1 2 306963846 321004950
2 3 827995862 971508158
3 4 83113409 83113409
20 46 10
1 2 683447750 911368818
2 3 505271996 505271996
3 4 880569402 996716714
4 5 689197240 730454787
5 6 920278839 992318589
6 7 569708227 569708227
7 8 572541106 943280158
8 9 536088127 823156214
9 10 943559355 997816916
10 11 116381004 676753751
11 12 173628914 657884463
12 13 478405975 946098752
13 14 158942419 206827090
14 15 551558411 551558411
15 16 556376742 586648888
16 17 53483083 636707836
17 18 174268772 613901580
18 19 114083180 292296540
19 20 105224150 725266499
5 18 790516026 793341083
7 15 136896661 813877922
15 20 8763998 936217938
4 12 351603062 351603062
2 14 732440240 732440240
5 10 438103600 887440812
6 16 208651456 632208803
1 11 76245992 806116496
13 19 450559571 764648461
6 10 246009686 646278655
8 16 758907824 850194826
6 20 130654893 197139933
15 18 989572779 995810734
9 17 220624716 602607353
2 18 34972359 34972359
18 20 328734584 989377246
16 20 341068502 589727045
14 18 439857939 813886319
14 19 682573016 936209722
1 4 926357657 957908543
12 19 849827861 965612132
2 20 861500824 972859010
3 17 277858269 277858269
13 15 871893124 871893124
4 14 189961338 988485217
3 12 934095453 964220676
7 17 428397091 981978644
4 6 3
1 2 968801028 968801028
2 3 290772630 985752770
3 4 298515827 604415051
1 4 901358809 979843342
1 3 588057477 918420781
2 4 786047591 786047591
15 36 11
1 2 230098092 736433395
2 3 46415450 507903372
3 4 374151453 374151453
4 5 942091782 942091782
5 6 133965416 133965416
6 7 657721397 743982856
7 8 441318609 441318609
8 9 946113348 959567561
9 10 89282833 687319232
10 11 588999542 635114691
11 12 300326194 300326194
12 13 361466623 476500252
13 14 816317139 816317139
14 15 296574872 296574872
4 9 403884915 562166293
6 15 827236725 864139897
3 9 863119013 968059852
1 9 158412465 158412465
7 14 399901910 502474699
3 14 597832803 686545147
4 6 544635796 986581217
3 8 484480449 832887506
5 13 110496699 943155412
2 10 869048442 870752582
4 8 365301445 574117744
5 14 620609203 810576563
6 9 10802401 10802401
3 11 32851283 705339687
2 4 41456097 615488333
6 11 667710849 843998325
9 13 860458119 975051164
5 11 180583055 180583055
9 14 163212973 932622017
5 15 920089319 992608119
5 8 605516789 605516789
5 12 693562404 949975680
5 9 2
1 2 202550563 524794025
2 3 425961678 425961678
3 4 480743843 480743843
4 5 995260176 996017445
1 3 986123255 988554502
1 5 619910487 651826106
3 5 971306677 987688504
2 4 793293223 841686136
1 4 190246961 248513302
12 43 7
1 2 622711535 734550188
2 3 533174014 897802222
3 4 778266783 986889904
4 5 310934472 310934472
5 6 300755799 520120184
6 7 911420242 963859472
7 8 263142442 306829893
8 9 824333300 989013991
9 10 712993344 853216759
10 11 430351469 430351469
11 12 207613148 853084153
4 9 494250864 556170198
2 9 600534117 785521129
3 5 638878753 638878753
8 11 490782345 676684808
5 10 200670654 913824423
8 12 887543198 887543198
4 11 85917402 610205648
5 11 208837036 208837036
1 11 488504667 836016872
3 11 733989106 774390873
2 6 546521704 638760854
3 9 382592929 717936415
6 8 697797649 697797649
3 6 594282938 930351511
7 11 257128321 843935589
1 12 622227328 622227328
6 9 985329909 996196780
5 12 147189324 965922586
1 3 444878733 444878733
2 4 934724138 961287499
1 6 63680124 367024117
6 11 242626999 931190074
9 12 354981067 418246528
4 12 298079081 570447103
3 10 451026656 808140850
2 5 560970694 671858828
4 8 368589649 432623558
1 10 390425004 390425004
8 10 800819655 862042235
7 9 703613189 801184109
10 12 879025326 879025326
9 11 972768646 993543943
5 9 4
1 2 533676562 816467395
2 3 325780961 597833202
3 4 513339908 513339908
4 5 528835361 643065135
1 5 105874538 324834567
3 5 230268968 244469122
2 4 419278413 880741462
2 5 240313210 376373726
1 4 772276064 844709607
9 31 8
1 2 718854726 718854726
2 3 622849406 881691035
3 4 429369111 525296421
4 5 727661754 856316818
5 6 547109102 547109102
6 7 397133933 527010772
7 8 352302225 352302225
8 9 463389784 463389784
1 8 375666061 955996491
1 9 916606939 916606939
5 9 285636167 895754887
6 8 767469673 767469673
6 9 948447827 953488663
2 4 241893529 244280680
1 7 653045063 736039719
1 3 303807904 303807904
2 5 116546732 167191668
3 7 211190705 211190705
3 8 896584556 896584556
3 5 26524039 26524039
1 4 717840403 895132791
2 8 453272651 745570921
4 9 921859330 921859330
4 8 756934654 756934654
4 6 913527005 958534063
4 7 657551861 657551861
3 9 394317405 422300487
5 7 944148402 983636802
2 7 122720103 759606457
1 6 64910070 193772219
3 6 759980303 936078733
4 3 2
1 2 747403964 782951645
2 3 477510836 735732511
3 4 304616745 304616745
7 20 3
1 2 107626155 363173974
2 3 251300052 251300052
3 4 373203904 499544887
4 5 484994745 484994745
5 6 41878599 41878599
6 7 72514341 458683907
4 7 526029956 912617025
1 7 377127580 981618323
2 4 119850962 119850962
1 6 126084917 609584560
2 6 239362068 239362068
1 4 662608114 702142164
3 5 802684408 820333713
1 3 441284174 666837082
2 7 568578315 586033879
4 6 447143150 447143150
5 7 125095664 921354124
3 7 259247903 371045563
1 5 605790162 875173049
2 5 218440027 372431194
12 40 11
1 2 660131192 660131192
2 3 739909472 739909472
3 4 961698281 973277170
4 5 595219687 924684372
5 6 974790890 982290869
6 7 821156646 936623835
7 8 18811649 18811649
8 9 121335581 696721650
9 10 616889995 616889995
10 11 911719654 911719654
11 12 68716871 533093314
3 6 181618731 955601386
4 9 392489162 540304886
6 10 752662645 786773228
2 6 217610069 525656767
7 11 894047403 983076240
1 9 293945584 533779227
1 8 549330211 733871158
5 7 276990016 388078752
3 11 784296007 926302178
1 5 950527297 950527297
5 8 171932097 758159416
9 12 802298240 955749276
8 10 823177156 834983421
2 10 51269328 51269328
4 10 955656046 971484697
2 7 936752778 969855767
3 7 41484750 41484750
5 12 361497292 601916886
5 9 472725681 472725681
4 7 30389086 242388009
1 11 152653967 677625751
4 6 984775652 986596751
4 8 215947389 855584539
10 12 426543062 973432998
1 12 32915121 857900121
2 12 109007492 357342219
5 11 244644828 400096793
3 9 727260220 727260220
7 9 676690701 676690701
15 59 13
1 2 872308009 938364702
2 3 337402024 924644960
3 4 238950795 813044969
4 5 615336865 615336865
5 6 789907192 922910537
6 7 478244390 662267840
7 8 521038289 981781990
8 9 625032569 633123484
9 10 59564687 59564687
10 11 786065220 981532665
11 12 851959841 851959841
12 13 633950860 907004716
13 14 227390536 811864509
14 15 549379293 784771312
5 11 812954598 981341075
13 15 431965028 835847723
12 14 784827913 915897664
3 15 283552796 801443415
4 8 290167259 290167259
1 9 892451904 892451904
1 10 876364729 882410608
11 15 797817205 797817205
7 14 770055906 944475610
7 13 301881914 301881914
5 13 994879574 994879574
10 14 569358381 569358381
10 12 633911422 973332283
11 14 794862413 794862413
8 13 950976233 950976233
4 9 32253769 657776716
4 6 325129374 506402927
6 9 241812350 401925229
2 4 509712248 591659268
1 11 467676710 654808543
2 8 125794325 125794325
9 14 584273552 705257410
1 15 451383346 482759421
2 12 800100780 869120613
7 12 145841552 706256404
3 12 238861429 238861429
2 6 775113448 775113448
3 14 278595107 614053106
7 15 952048274 985879058
9 12 815522895 825592633
7 10 832532370 832532370
4 11 250173759 526179718
4 15 719306070 839036846
4 13 294163459 328995123
6 13 772943230 965897045
1 6 105497656 105497656
3 7 967434871 988801139
1 4 133691893 133691893
9 15 609220455 972760060
2 7 844105162 960150968
7 9 185264036 821787112
5 10 380917401 571502043
8 11 334533321 334533321
6 12 800405784 866953970
3 8 343839585 938151396
7 14 5
1 2 814616579 938168332
2 3 39801766 924728979
3 4 101130747 101130747
4 5 574468908 757878996
5 6 23789084 23789084
6 7 128602845 128602845
4 6 897220810 914461909
2 7 542997233 542997233
4 7 759480523 759480523
1 6 350737302 805663217
5 7 150231105 150231105
2 6 741679154 741679154
2 5 562875716 812992567
1 3 817252347 826206694
15 31 8
1 2 955993978 962452128
2 3 72030831 422477191
3 4 622696599 974795247
4 5 841185347 841185347
5 6 441323224 603431979
6 7 930715868 930715868
7 8 819242514 997755711
8 9 350940763 388593573
9 10 608190258 756214461
10 11 651788147 828017783
11 12 272910767 272910767
12 13 634492818 710931052
13 14 588222440 677704404
14 15 245005965 245005965
1 7 764527925 797738776
1 8 717242923 717242923
3 14 761829216 761829216
1 15 5396542 253981878
12 15 860202470 860202470
2 9 669849481 823832950
1 12 371052425 615714026
9 12 283385343 383015561
11 14 648774164 770152136
13 15 811177116 835294299
7 9 292831761 292831761
12 14 233184022 463232649
5 12 691077646 784053481
11 13 873505425 899239193
5 8 57583686 92153919
9 11 443492549 787671614
8 11 62431168 96056276
4 3 3
1 2 137572338 200741943
2 3 241488699 358341426
3 4 970180361 970180361
15 29 14
1 2 637053311 828165445
2 3 133237207 952509628
3 4 195422593 964077577
4 5 870764465 870764465
5 6 451613150 712684066
6 7 218463878 681323226
7 8 848443251 983893758
8 9 130575080 834181152
9 10 747583554 945780633
10 11 24040135 740829712
11 12 128986322 781411532
12 13 275935363 275935363
13 14 817541049 985688426
14 15 79859123 79859123
9 13 840369967 862791921
9 12 673720300 760842352
2 9 425229296 530910260
1 12 294413169 867154229
1 15 549094717 549094717
1 13 15622319 580389551
12 15 827758025 915417206
7 11 680360590 680360590
7 15 155612998 562280107
4 6 758332605 864897518
1 6 563075391 697335347
11 15 661936016 807887113
5 12 91727253 191914649
5 15 72520124 72520124
1 3 9848116 622670505
12 34 9
1 2 351043463 383458638
2 3 840495599 942927386
3 4 47872143 47872143
4 5 344049648 344049648
5 6 282857843 282857843
6 7 106329760 128648478
7 8 812766101 969500268
8 9 185986698 292563991
9 10 643785352 643785352
10 11 424480309 424480309
11 12 804281506 878966540
6 10 545228015 747419676
8 12 111379649 410835628
3 10 197862765 197862765
1 6 790809051 824935085
8 11 826276173 913512527
7 12 632226531 722938345
1 11 542923229 542923229
2 9 485344783 760792163
1 12 503037170 503037170
5 9 81370159 431196233
5 11 39334507 39334507
4 11 745625367 911750494
9 11 536180288 860257912
2 7 646213737 646213737
3 6 738775161 934835150
9 12 611209047 638024535
1 5 799657504 942602745
2 12 918621236 989297896
10 12 533399976 533399976
6 9 388558929 834984647
1 7 346154432 976924161
6 8 806282877 903074900
1 9 464827311 517023478
10 22 7
1 2 671398057 837246378
2 3 684619519 921221309
3 4 421510514 466261482
4 5 9177751 564196102
5 6 794182563 837672290
6 7 273791766 454592625
7 8 733922354 733922354
