200000 131016
B 70331 70552
B 30687 30688
A 192212 168143
B 28352 28353
B 132535 132536
B 42662 27307
A 57373 57374
B 173209 173210
B 79564 79565
A 74907 135363
A 189 190
B 101496 174665
A 113255 15741
B 81583 81584
A 85949 85950
B 1 156178
A 69139 69140
A 1 175500
B 66995 57395
B 159501 159502
A 167070 167071
B 136274 136275
B 189181 189182
B 34502 34503
B 175109 175110
B 107811 107812
B 109401 109402
B 1 161907
A 92348 176046
A 165065 165066
A 60908 23697
B 33238 33239
A 145987 161485
A 128002 128003
B 200000 32078
B 179160 23183
A 108928 108929
A 90498 90499
B 28938 161529
B 175279 175280
A 13252 13253
A 40468 40469
A 54632 198568
B 26948 26949
A 60076 60077
A 108272 154097
A 3033 3034
A 166336 166337
A 3646 74753
A 126328 126329
B 200000 12885
A 43987 31074
A 13373 13374
A 200000 102690
B 185183 185184
B 139310 139311
A 39822 39823
B 70212 150189
B 61187 61188
B 1 10025
B 93581 158172
B 62801 91908
B 1 79082
A 1 46641
B 200000 98245
A 179914 179915
A 47181 111718
B 164674 62279
B 198028 198029
A 200000 12299
B 192012 192013
A 81468 1238
A 21830 21831
A 31700 31701
B 26850 26851
B 75921 122554
A 103042 103043
A 200000 17420
B 1 200000
A 200000 45655
A 36944 105458
A 63750 63751
B 112549 137708
B 32585 32586
B 84378 89763
A 37920 37921
B 148552 148553
A 147479 147480
A 157617 157618
B 163375 163376
A 35855 35856
B 168755 157976
B 130473 130474
B 186536 186537
A 66667 74212
A 200000 35150
A 1 33420
B 131705 41489
B 74453 137349
A 55175 55176
B 40428 123612
B 161477 161478
B 114856 57854
A 153668 153669
B 146891 146892
A 26633 138387
A 30995 30996
B 37021 37022
B 24818 85269
B 200000 40337
B 24508 24509
A 21463 21464
B 1 116371
B 151752 52189
B 43695 124652
A 147276 147277
B 135282 135283
A 189462 46472
A 141359 141360
B 137382 137383
B 94817 94818
A 13701 186536
B 34752 34753
A 53678 53679
B 6395 6396
A 17293 69918
B 40651 40652
A 17059 17060
B 110883 11157
B 6300 61189
B 121942 121943
A 199890 199891
B 1 76117
A 200000 58483
B 108878 108879
A 1 3180
B 135939 53161
A 71349 71350
B 189893 78132
A 55629 89639
A 200000 85413
B 135737 135738
B 146708 124163
A 200000 35384
B 47590 47591
A 153294 153295
B 200000 59985
A 38255 112266
B 97495 97496
B 200000 77221
B 125135 125136
B 94736 94737
B 193447 193448
B 15127 186061
A 109042 109043
B 26062 26063
B 13839 126184
B 128568 78714
A 15182 173799
B 159883 175990
A 127626 195845
A 75590 75591
B 115221 152827
A 136750 93935
B 199999 200000
A 1 67110
A 67886 67887
B 147234 170567
A 185423 16643
A 1 85674
A 11109 11110
B 106113 92044
A 39827 39828
A 63691 199458
B 125480 125481
A 22056 82321
B 198881 165081
A 30801 30802
B 168874 149317
A 24743 72622
B 1 200000
B 63158 87294
B 178021 80605
A 31652 131711
B 118476 118477
B 35694 35695
A 42505 153548
B 200000 64094
A 172545 172546
B 103932 133408
A 78137 78138
A 134267 134268
A 10458 10459
A 84662 28324
B 125114 166029
A 197734 197735
B 200000 90817
B 63908 63909
B 126323 126324
B 1 167984
B 173094 77464
B 135980 58161
B 29587 155758
B 1 58857
B 143378 126479
B 1 23665
B 200000 7377
A 52934 52935
B 135455 79176
B 191974 191975
A 1 121537
B 48158 48159
B 82454 106693
A 82368 82369
B 104872 106199
B 62056 99400
A 177696 138608
B 55768 55769
A 111687 121872
B 45039 45040
B 128510 157200
A 193898 193899
A 158777 158778
A 54769 163486
A 158552 158553
B 67023 19806
A 64650 64446
B 150646 162301
A 200000 141634
A 95219 95220
B 28510 28511
A 32195 38555
A 154767 154768
B 184868 99473
B 1 121747
A 160414 188274
B 1 61273
B 66355 13362
B 3 199999
A 1 121486
A 177748 177749
A 190534 12590
B 23581 35812
B 121783 3033
B 200000 146082
A 49497 49498
B 6060 161747
B 116335 41192
A 135702 135703
B 183227 7398
A 79480 79481
A 1 21609
B 26629 46652
A 196922 196923
B 75968 199283
B 25639 25640
B 58242 11027
A 158465 123239
B 5005 40687
A 200000 196794
B 127898 127899
A 129563 129564
B 1 80909
A 12130 163087
B 135244 135245
B 107079 107080
B 106729 106730
A 152472 152473
A 164395 60436
B 141676 141677
A 127702 127703
A 197845 197846
B 151962 151963
A 38288 38289
B 1 112878
A 68209 68210
B 1 80620
A 1 105433
B 5217 5218
B 190513 190514
A 196177 180509
A 106312 90687
A 175593 175594
A 165406 117164
A 27774 27775
B 1 157876
B 39266 39267
B 157617 142126
A 31732 31733
B 151313 151314
A 126992 42689
A 113029 196891
B 200000 182598
B 115510 33734
A 156993 26069
B 42808 42809
A 200000 22300
A 152789 152790
A 1 119857
B 153895 153896
A 121817 121818
B 86152 107358
B 68960 68961
A 200000 17512
B 152356 9658
A 200000 118814
A 57246 193629
B 152267 152268
B 172303 172304
B 1 178506
A 69436 69437
A 47354 67414
B 160564 108900
B 178212 178213
A 45024 45025
A 1 163499
A 191734 191735
B 8233 8234
B 183906 183907
A 53239 193167
A 52717 52718
B 75220 81691
A 73021 73022
B 12889 12890
A 144434 144435
A 200000 76853
B 166103 166104
B 149010 149011
A 55445 55446
A 2381 152197
A 200000 14319
A 2 3
A 1 47743
A 160552 111843
B 2 3
B 77099 77100
A 200000 50106
A 139334 98491
A 200000 44789
B 103453 163986
B 147513 82288
A 150187 183091
B 168896 168897
B 13941 52017
B 96801 96802
B 17841 17842
A 54049 54050
B 1 25716
A 200000 42596
B 158367 171147
A 126794 34182
A 200000 157402
A 83435 83436
B 85900 6985
B 36654 162600
B 44353 108748
B 200000 105074
A 154949 195011
B 135478 140209
A 200000 154386
B 110248 110249
A 4179 139339
B 128252 128253
A 50445 166175
A 135025 135026
B 89229 89230
A 51732 108586
A 164358 164359
B 161089 161090
B 157299 157300
A 126861 164872
A 139906 1581
B 5042 141275
A 26676 26677
A 139311 139312
A 178502 96381
B 1 47271
A 200000 186675
A 57427 57428
A 9391 9392
A 1 7477
B 200000 179710
A 177870 177871
B 68547 68548
B 77282 65939
B 104817 48783
A 173467 173468
B 69351 159798
B 200000 74402
A 200000 138644
A 95663 64582
A 116797 4129
B 9703 9704
A 1 197335
A 1 148368
A 52868 49706
A 180295 180296
B 85991 85992
A 121546 121547
B 162784 70629
B 200000 97832
B 79090 79091
A 171517 131287
B 200000 1748
B 93515 148677
A 178533 178534
B 1 62398
B 116190 112978
B 136563 136564
B 1 94849
B 1 4734
B 24250 24251
B 16699 66681
B 1 147114
B 78671 78672
B 55834 55835
B 99321 62708
A 67816 2180
B 2266 54147
A 198758 198759
B 86330 86331
A 200000 87428
A 75613 20474
A 11484 11485
B 30960 30961
A 78363 148722
B 153061 79570
B 134049 134050
B 48771 62032
A 115007 168688
B 139535 16345
B 193733 5528
B 107816 107817
A 189611 189612
B 39290 85280
B 86303 86304
B 1 18527
B 1 101814
B 133160 65014
B 123492 123493
A 73194 116058
A 115650 115651
A 191139 10104
A 39729 39730
B 71641 71642
A 56665 125746
B 51613 51614
B 156871 181205
B 142725 67944
B 97799 97800
A 144028 183797
A 172009 172010
B 1 174094
A 81104 81105
A 127950 109297
B 159657 160640
B 1666 1667
B 159507 159508
B 1 30688
A 183371 2395
B 15023 15024
B 200000 38863
A 4306 37385
B 190772 194133
B 1 98634
B 128032 128033
A 75952 34789
A 32100 184601
B 6636 6637
A 63109 11346
B 198451 198452
B 91692 69917
A 55045 190680
B 1 119662
B 113926 6858
A 87262 87263
A 164005 164006
A 99800 127838
B 18467 18468
A 126149 126150
A 186892 186893
A 152838 35098
B 39153 39154
A 82248 82249
A 1 127563
A 119232 119233
A 1 11932
A 2 199999
B 200000 35147
B 1 68226
B 66412 115576
B 200000 9942
B 12674 56354
A 184828 21025
B 123366 49584
A 29015 161510
B 81099 81100
A 91334 91335
A 1 175324
A 19268 19269
A 98622 98623
B 182955 14115
B 121628 121629
B 14653 14654
B 47146 47147
B 77809 77810
B 35701 46172
A 87660 141867
A 118060 79880
A 101366 101367
A 184179 184180
A 48373 48374
A 16999 17000
B 128880 128881
B 1 119244
A 155919 155920
B 84249 172081
A 1 62339
A 1 111972
A 12069 12070
B 73300 55321
B 59195 166655
A 190154 190155
B 151311 151312
A 1 170271
B 153631 153632
A 28910 176828
B 9692 9693
A 148101 34279
A 200000 29561
B 173186 112234
B 28355 167456
A 1 72072
B 200000 146658
A 81600 81601
A 83923 19841
A 1 164675
B 51157 51158
A 200000 118794
A 26064 71476
B 94511 94512
B 86334 168926
B 20476 174107
A 1 107914
A 4687 40466
A 195156 134654
A 11743 11744
B 177272 192406
A 4949 4950
A 101682 109567
A 195221 195222
B 74675 74676
A 89538 157508
B 49619 49620
B 25469 161879
B 21012 21013
B 98480 156343
B 1 84054
B 15569 15570
B 195558 193680
B 90178 90179
A 1 170033
A 158557 157754
B 1 69833
B 31868 89024
A 61549 61550
A 46244 120992
A 1 189721
B 12299 12300
A 132633 149043
B 136060 136061
B 88831 111789
A 200000 22800
B 77257 77258
A 52548 52549
B 146867 58229
A 200000 104524
A 163801 163802
B 200000 101523
B 138131 168752
A 141385 141386
B 179963 98102
A 197440 191898
A 15453 15454
B 2 199999
B 129303 129304
A 177985 64071
A 193777 28819
B 119468 151887
B 133372 133373
B 158912 158913
A 67995 67996
A 35958 191560
B 78830 78831
A 9084 9085
A 200000 37710
B 191054 191055
B 73576 73577
A 200000 128984
A 19360 17713
A 53025 118642
A 99080 5720
A 92979 92980
A 200000 170132
B 134889 134890
B 5867 130796
A 13101 13102
B 78350 78351
A 1 107662
B 184786 184787
B 114333 114334
A 190477 6211
B 90160 422
A 1 159368
A 62966 62967
B 159482 155835
A 145307 187425
B 119073 162483
A 200000 107725
B 186883 186884
B 7962 78296
A 2000 2001
A 126121 126122
A 85441 152986
A 200000 106539
B 38563 38564
B 200000 112243
A 122251 122252
A 26433 26434
B 168939 168940
B 157253 10139
B 69398 69399
B 102531 102532
A 92324 35230
A 37662 93150
A 88007 88008
A 152405 15989
A 27446 27447
A 138754 92295
B 1 194541
B 199999 200000
A 22322 22323
A 1 193446
B 171444 171445
B 49104 49105
B 46653 187831
A 42799 42800
A 50167 198993
A 1 42950
B 164225 198053
B 54987 54988
B 13614 80706
A 200000 67677
B 142044 142045
A 124736 124737
B 55864 55865
B 27824 27825
A 195919 195920
B 46910 27291
A 161947 161948
A 123148 77022
A 39372 39373
A 1 161968
B 137079 145281
B 190170 55956
A 200000 55456
A 1 159729
A 167766 167767
B 200000 162054
B 137814 73309
B 1 199999
B 1 159971
A 108101 156776
A 6288 55864
B 64597 64598
A 18353 18354
B 184894 184895
B 178537 178538
A 131846 125539
B 200000 7436
B 71120 14774
B 1 11277
B 52071 140539
A 188211 143774
B 2464 5403
A 40462 40463
B 145845 145846
B 84470 94082
A 97232 74115
B 1 186768
B 35603 9998
A 2 3
A 96688 96689
A 200000 38972
B 91811 181969
B 141410 141411
A 200000 23324
B 145602 76007
A 193571 193572
A 160414 84748
B 1 14614
B 135915 135916
A 200000 121907
B 172467 172468
A 161372 161373
A 66404 66405
A 1 141969
A 99350 44599
A 53750 53751
A 1 148781
A 156557 196290
A 168706 187507
A 144806 144807
A 80116 80117
B 87150 87151
B 2333 2334
B 181205 8698
A 175872 21652
A 120051 84050
A 1 199999
A 193235 193236
A 200000 116545
B 18749 18750
B 89371 89372
B 1 108935
A 77285 77286
A 43410 43411
A 57601 191281
A 1 195586
B 63739 47062
B 1 103643
B 40241 40242
A 1 70913
B 71544 71545
A 200000 177605
B 200000 77980
B 33713 33714
B 1 59719
B 24280 24281
A 1 184083
A 179669 2968
A 87053 122200
B 72904 72905
B 144402 47591
B 1 102411
A 117695 117696
B 134324 134325
A 131737 17902
B 52696 52697
B 200000 11474
A 124590 47589
A 128206 128207
A 193863 193864
B 61447 50542
B 1 15850
A 199768 129524
B 160928 26568
B 131478 131479
A 1015 48313
A 142824 142825
B 2980 2981
A 132754 132755
A 9118 114118
B 28884 28885
A 1775 1776
B 128377 128378
B 134474 116508
B 125389 115444
A 195916 195917
A 1 124128
A 1 59303
B 1994 171673
B 163436 13074
A 200000 137103
A 193941 193942
A 94920 181795
B 200000 117907
A 1 68563
A 157038 157039
A 42953 156771
A 177626 28637
A 1 73595
B 54471 175011
A 85649 85650
B 190700 130855
A 1 50603
A 6760 190661
A 111345 16276
A 196383 45594
B 59273 126623
A 143701 80437
A 200000 161273
B 6059 6060
B 1 12517
A 66466 66467
B 57046 57047
B 79768 62342
B 57832 112220
B 143253 178628
A 140042 114723
A 22192 22193
A 81435 139591
B 59478 54233
B 18024 18025
B 174479 174480
A 2 199999
A 189198 138965
A 109200 109201
B 164332 164333
A 62575 62576
B 124654 140296
A 99812 16578
A 117590 75517
B 71468 71469
B 42670 42671
B 200000 61161
B 29731 140056
B 188581 95694
B 200000 184085
B 21482 59505
B 70742 5246
B 24351 4239
B 1 2
B 151255 154277
B 2 200000
B 1 39497
B 1 1719
A 93746 93747
A 7303 71462
B 17677 88757
B 110897 53883
B 200000 78907
A 118820 70543
A 200000 190704
B 25537 25538
B 86776 185692
A 93311 93312
B 36585 192280
A 116163 116164
A 97838 97839
A 144662 69854
A 6138 6139
A 160894 160895
A 56969 56970
B 99538 181800
B 99229 99230
A 128252 26679
A 41263 41264
B 72359 72360
A 200000 191918
B 190746 154850
A 187603 187604
B 172536 146175
B 124264 101923
B 24479 145862
B 16297 16298
B 140068 140069
A 106419 110823
A 114954 114955
A 84986 92282
A 65339 65340
B 164701 88472
A 200000 42893
B 25420 25421
A 119974 34933
A 111696 186602
B 1 159664
A 54467 32710
A 159400 161124
B 46372 127910
B 138885 138886
B 200000 135236
A 76479 76480
A 53799 144464
B 1 148689
A 38554 38555
A 119863 119864
B 7600 7601
A 187654 187655
A 42711 42712
B 174510 18676
A 37823 74830
A 176876 135203
B 137908 143641
B 101466 84373
B 53985 53986
B 136007 136008
A 6794 6795
A 2140 78303
B 68702 68703
B 162086 162087
A 46038 94207
A 1 113212
A 1 200000
B 3217 184972
B 129833 179752
B 199650 132378
B 61604 126907
A 14294 14295
A 168048 188582
B 96700 181526
B 71920 71921
B 1 197546
A 146124 146125
A 34917 34918
B 197605 102753
A 200000 141018
A 58053 193346
A 22345 22346
A 193181 193182
A 819 2058
B 73958 135075
A 72673 72674
B 184625 184626
A 156740 156741
A 43005 43006
A 46870 120796
B 108147 108148
B 185232 125176
A 102377 102378
A 40534 22778
B 63560 63561
B 1 92187
A 62492 129603
A 183176 133157
A 49338 49339
B 26166 18990
A 142588 74776
A 170027 170028
A 88228 88229
B 2 199999
B 58890 58891
B 79515 20917
A 81554 81555
A 39083 4958
B 200000 190764
A 157563 157564
B 50020 50021
B 165553 165554
A 58605 97575
B 200000 11074
B 77568 161960
A 180063 68729
A 100218 100219
B 186810 146457
A 114366 31692
A 58182 58183
A 169267 146068
A 90012 90013
A 4862 131321
B 200000 160044
B 146816 146817
B 2996 2997
B 1 103101
B 84958 115126
B 99728 99729
A 74631 74632
B 172206 158085
A 10425 10426
B 97790 97791
A 1 154840
B 179912 179913
B 145696 117898
A 46477 58053
A 158644 1800
B 190295 190296
B 16834 16835
B 10560 10561
A 179385 194659
A 162179 162180
A 92979 92980
B 174965 174966
A 75672 141682
B 67993 68993
A 101872 181028
A 28718 28719
B 80190 193303
A 57043 57044
A 13184 13185
A 67666 119219
A 72328 167876
B 115103 36734
B 200000 25024
B 107299 107300
B 84626 84627
A 112105 120574
A 1 170690
B 191510 63427
B 1 96054
B 103946 103947
A 57397 57398
B 96481 165487
B 200000 80447
A 1 27227
A 148878 195808
A 1 149315
A 172293 116069
B 174327 128663
A 160968 160969
A 2 200000
A 53385 53386
B 1 78560
B 30378 94694
A 197886 112562
A 27268 27269
B 1 105603
B 139470 60718
B 101573 82065
B 99666 74713
B 1 95598
A 68510 68511
B 69262 37687
A 33260 150996
A 135148 112547
A 200000 128919
B 94231 182443
A 149925 149926
A 1 36859
A 71863 91752
A 78298 51050
B 156678 156679
A 129859 129860
A 122345 122346
B 121255 49977
A 138937 188727
B 191768 191769
B 87235 87236
A 200000 41075
B 54580 194531
B 144973 144974
A 1 133942
A 12068 12069
A 1 124483
B 78874 21940
A 1 80752
A 159680 159681
B 101599 119456
A 1 29361
B 192827 106498
B 78411 78412
A 70393 180982
A 138007 80682
B 140716 67242
B 59543 59544
B 68775 110905
A 1 49887
B 134708 59291
B 150902 150903
B 74901 6483
B 85709 91188
B 114682 8244
B 141457 39600
B 49239 49240
B 3341 3342
A 28406 28407
A 1 16352
A 43881 102227
B 194587 194588
A 1 168151
B 162047 175912
B 130182 130183
B 37707 185582
B 200000 34192
B 96251 96252
B 68008 68009
B 73800 15911
B 99440 99441
A 2 3
A 157491 155091
A 125291 125292
B 101524 57247
A 160276 58843
B 1 34023
A 182649 182650
B 24853 24854
A 94418 94419
A 96490 23840
B 119157 184311
B 2790 94433
A 115784 9214
B 121022 121023
B 200000 123827
A 91398 24533
B 13953 13954
A 167091 167092
B 200000 192668
B 114213 114214
B 132031 132032
B 1333 1334
B 58080 58081
B 200000 67081
A 173819 173820
A 62624 61318
A 194013 194014
B 18519 18520
A 14304 51065
B 26383 26384
A 50964 29746
A 193821 193822
A 200000 40672
A 95399 95400
A 91863 91864
B 28476 187373
B 132312 132313
A 192418 181083
B 154502 109365
A 138066 138067
A 1 73101
B 23908 77654
B 86194 86195
A 33595 33596
B 2357 2358
A 200000 138174
A 13367 2938
B 56628 56629
B 57022 198029
A 98815 98816
B 111666 111667
B 17512 67191
B 198283 5052
A 169854 172273
A 25981 132995
B 200000 35948
B 26401 197726
B 1 16597
B 87706 149910
B 135235 18821
B 200000 45162
A 92444 156707
A 113942 175980
B 164648 114722
A 143765 143766
A 169195 169196
B 184766 184767
A 200000 53968
B 157916 157917
B 55329 55330
A 108686 108687
B 183491 102748
A 1 48194
B 107352 30768
A 179240 2196
B 200000 8226
A 172206 78998
A 156226 156227
A 113244 183092
A 79893 25170
A 71304 109312
A 101159 185329
A 7352 7353
A 65989 198041
A 150458 42490
A 131105 13089
B 61069 61070
A 18722 18723
A 66216 129793
A 30095 85321
A 163233 128946
B 99054 40131
A 171938 96236
B 2 3
A 93867 97170
A 31776 141946
A 151024 151025
B 3 200000
A 105774 105775
B 30059 89196
A 45307 104366
B 147638 147639
B 142266 109022
B 46731 46732
B 192363 80473
B 51423 51424
B 180649 179920
A 96756 120366
B 1 25726
A 200000 137045
B 87701 87702
A 114252 114253
A 34843 34844
B 169459 134583
B 119799 119800
A 171844 171845
A 191692 77128
B 77161 77162
A 52052 32420
A 165557 165558
B 200000 106833
B 169838 169839
B 187022 123469
B 200000 6528
B 131228 109051
B 144257 14700
B 150955 111550
A 102316 48785
B 130109 58187
A 7449 8422
B 21190 188242
B 200000 85417
B 50846 161682
A 1 196421
A 116012 132598
A 77859 77860
B 135944 135945
A 20886 13585
B 5223 5224
B 1 126530
A 32501 32502
B 154644 168113
B 164316 198846
A 191427 191428
A 120175 40978
B 82216 82217
A 51293 22218
A 97390 32321
A 193542 20737
A 2864 2865
A 137740 137741
A 135713 38278
A 200000 95829
A 19710 19711
B 200000 42611
A 40283 40284
A 186408 186409
B 124872 50155
A 155517 166579
B 57676 57677
B 1 143555
B 106523 112783
A 136520 46960
A 1 41997
A 1 199999
A 119264 119265
B 161837 77071
B 37287 37288
B 93934 93935
B 156079 156080
B 71824 34897
B 109364 178870
A 200000 72945
A 129447 129448
B 30254 30255
B 1 162678
B 87331 127540
B 124375 124376
A 94073 94074
B 47884 47885
A 38737 74886
A 21141 21142
B 192404 192405
B 18610 131348
B 22255 78146
A 96706 96707
A 40707 99118
A 1 121749
B 1 50634
A 44031 44638
A 181548 181549
B 200000 103691
A 60902 60903
A 11693 11694
A 1 186369
A 69182 184095
B 134799 193739
A 192401 126482
A 39699 39700
A 144358 2500
A 195262 189476
A 1 130838
B 148569 158820
A 197957 107835
A 6922 6923
B 85892 85893
B 60968 60969
A 16268 76230
A 74571 74572
B 82066 82067
B 169775 15957
B 91812 91813
A 17996 17997
A 184123 70472
B 137913 137914
B 50766 50767
B 200000 186626
A 200000 94617
A 8874 8875
B 149728 149729
A 200000 52984
A 200000 86209
B 38388 100214
B 36404 36405
A 139232 140434
A 80059 141421
A 184175 184176
B 141154 141155
B 76305 76306
B 6617 6618
A 199250 26804
A 108553 51544
A 9278 118534
A 56401 65061
B 200000 50285
B 114863 114864
B 1 178659
B 200000 146382
A 188021 86043
B 200000 148311
B 105416 105417
B 200000 85833
A 48300 48301
A 200000 88873
A 1 51678
A 13227 7148
A 1 197560
B 62363 62364
A 200000 72223
A 68186 28122
A 91790 91791
A 200000 128940
B 160923 160924
A 200000 167929
B 58119 42727
A 1 71970
B 119724 119725
B 75785 38324
A 11745 11746
B 54347 54348
A 200000 94029
A 37532 37533
A 140123 57102
B 192903 192904
A 183203 166203
B 150973 87977
A 156945 112858
A 94897 94898
B 85069 14506
B 158896 1864
A 123291 19264
A 1 144397
A 76514 15358
A 12356 12357
A 1 91591
B 196461 33892
B 72110 16720
B 38427 38428
B 115411 60341
B 1 53556
B 174889 174890
A 95549 95550
A 31435 12220
A 200000 169383
B 170553 170554
A 64748 64749
B 190537 27927
A 62990 49987
A 83145 83146
A 150938 101973
A 200000 31027
A 1 137177
B 200000 16599
A 52601 28780
A 82505 82506
A 168657 168658
A 161610 93725
A 123249 123250
A 88080 46921
A 95043 14127
B 164568 164569
B 125675 116294
A 53469 7428
A 26558 26559
A 190719 190720
A 133386 153050
A 52494 52495
A 73367 73368
B 82980 82981
A 82461 82462
A 186038 76110
B 49742 49743
A 163529 163530
B 200000 21896
B 191321 191322
A 61105 61106
B 145214 132025
B 153868 153869
B 79286 79287
A 187849 145118
A 77025 77026
B 109957 109958
A 65550 12696
A 6255 6256
A 155640 155641
B 48924 48925
A 172605 172606
B 44390 44391
B 193284 108416
A 1 11813
A 162810 12257
B 200000 145886
B 1 185075
A 95806 95807
B 28046 81398
B 68130 68131
B 1 81987
A 183697 183698
B 192531 192532
A 288 289
A 159847 159848
A 133375 193902
B 134705 134706
B 119142 115434
B 129027 129028
A 109707 109708
B 151286 151287
B 41240 168032
B 83610 120282
A 71095 117164
A 117561 185386
A 61869 61870
A 200000 189663
B 154263 69541
B 54525 121907
A 96353 96354
B 6924 150101
A 100468 100469
A 200000 183497
B 80719 80720
A 141615 141616
A 199774 199775
A 75181 30656
A 65672 65673
B 1 44652
A 1 18164
B 1 3250
A 139229 30579
B 20795 144718
A 45578 45579
B 45482 50976
A 71079 131383
B 181084 134876
A 36346 190144
A 195812 195813
A 200000 94524
A 1 154786
A 68862 68863
A 200000 98027
A 105886 189936
B 200000 40568
B 140889 140890
A 111126 162215
B 200000 156270
B 200000 176174
A 79566 79567
A 15349 15350
B 75155 75156
A 5580 5581
A 107720 69718
B 93098 41813
B 78760 131655
A 124083 124084
A 20189 20190
B 1 49662
A 1 39125
A 136679 136680
B 16316 16317
A 200000 102752
B 78204 86464
A 200000 63256
B 19572 135918
A 38689 11833
A 170306 162023
B 200000 172331
A 35036 35037
B 19271 6026
B 13437 153236
B 200000 151518
B 61509 61510
B 120333 120334
B 146922 146923
B 166929 166930
A 33444 33445
A 164203 164204
B 1 54620
A 190677 190678
B 1 79262
B 71666 71667
B 32160 32161
B 1 179558
B 199953 199954
A 199005 199006
A 200000 94983
A 73584 60533
B 192880 192881
B 173522 40430
B 59985 59986
B 146606 55565
A 70899 70900
A 62971 119279
B 200000 42382
B 172312 145748
A 91881 91882
A 200000 46168
A 87288 90446
B 34489 31984
A 1 124954
B 175640 175641
A 19797 478
A 16255 183333
A 200000 192371
A 2850 105824
B 170759 170760
A 122940 147979
A 176282 176283
B 200000 23989
B 9779 9780
A 34874 85244
A 72363 59202
B 200000 51412
A 175881 110960
B 169714 169715
A 166812 166813
B 200000 91816
A 73130 105226
A 142304 142305
B 124804 61794
A 37569 37570
A 85665 2656
A 45189 45190
B 121370 32812
B 195352 85394
B 200000 169987
A 55131 158316
A 94704 166379
A 21029 21030
A 99937 99938
B 36667 36668
A 79487 194869
B 32617 32618
A 200000 100503
A 187810 118518
B 200000 162914
B 1 99094
A 107084 175828
A 123695 161936
B 178470 85875
B 190849 190850
B 200000 22484
B 139618 139619
A 1 21988
B 72245 72246
B 187372 187373
B 109923 658
B 66576 7455
B 63108 24255
B 1 3
B 19568 19569
A 7280 73693
B 109549 109550
B 1 179113
A 55939 55940
A 6423 6424
B 198866 179097
B 193974 71819
B 133543 154069
B 164734 164735
A 179160 196386
B 62014 62015
B 57710 57711
A 101474 101475
B 141380 104740
A 39597 39598
A 61678 32820
A 147723 96544
A 1 110414
B 62958 62959
B 1 73125
A 25875 25876
A 5207 41582
A 12003 30245
A 18342 18343
A 21280 135320
A 98849 98850
A 194496 194497
A 18409 145699
B 37154 42402
A 24590 24591
A 150312 150313
A 153040 186810
B 196880 196881
A 128773 15171
B 94293 144665
B 1 48964
A 143929 156405
B 114752 114753
B 139698 149564
B 16729 151224
A 105073 105074
B 200000 108468
A 1 121758
A 42489 160739
B 54430 94558
B 175881 175882
B 184643 184644
A 155738 155739
A 78202 78203
A 1 154770
A 1 128546
A 135686 186551
B 1 144017
A 1 131185
A 27541 98105
B 47782 148306
B 1 194308
B 200000 68842
B 1 58552
B 189166 189167
B 200000 91760
A 168358 168359
B 107333 107334
A 57969 147008
B 200000 185492
B 28481 23221
A 125058 125059
A 117772 9686
A 111265 111266
A 200000 99582
B 200000 193854
B 178137 178138
A 183102 158513
B 5265 174387
B 95867 11772
B 171637 6521
A 110339 110340
A 7870 163482
B 96328 169907
A 200000 29700
B 20375 106910
B 191559 76134
B 106410 106411
A 168106 168107
A 45415 45416
A 156719 55871
A 25866 58290
B 105323 105324
A 75912 129110
A 81211 155880
B 7197 126700
A 93516 93517
B 200000 51032
A 135237 135238
A 72514 73581
B 104328 113700
A 108552 179680
A 187362 187363
A 5710 85836
B 166490 166491
B 200000 22809
B 71375 117152
A 140918 140919
B 4036 45079
A 200000 33977
B 200000 186516
A 144048 144049
B 19224 67952
B 11061 11062
A 150229 183686
A 1 144779
B 128028 138129
B 200000 169066
B 200000 93349
A 5045 15434
B 4368 176989
A 174239 123391
A 168513 97998
A 31131 31132
A 177804 177805
B 13325 127221
B 30982 145705
A 133432 172467
B 80294 52875
B 145350 117024
A 93879 93880
A 1 151944
B 57681 57682
A 75372 23016
A 113163 40072
B 42830 91085
B 155983 155984
B 19494 19495
B 124020 124021
A 182157 51705
B 146716 146717
A 52267 98218
A 171990 113018
B 77666 77667
A 73389 73390
A 63487 3373
B 200000 12533
A 200000 149098
B 200000 28560
A 76089 29577
B 166891 80658
B 35078 35079
B 153749 115581
A 19506 19507
B 82649 82650
A 183353 183354
B 72278 133025
A 42056 42057
A 61108 61109
A 147461 158360
A 136761 421
A 61549 157810
A 1 199999
A 1 41436
A 1 5417
A 64103 64104
A 200000 177609
A 69828 29925
B 37688 37689
A 73510 121729
B 14561 14562
B 99654 167302
A 200000 41929
A 200000 40198
B 35695 86861
B 200000 18009
A 52751 125492
B 195948 195949
A 127759 185004
B 189724 3763
A 69975 69976
B 146945 146946
B 14929 55712
B 85785 100133
B 135591 27550
B 1 161720
A 200000 173128
A 12042 12043
B 200000 149310
A 1 25299
A 193172 193173
A 188743 21342
B 173299 61261
A 1 36554
B 187329 187330
A 159513 826
A 99157 99158
A 51892 51893
A 111518 111519
A 12813 60058
A 32129 32130
B 88574 88575
A 148135 41045
A 157742 113670
A 200000 12887
A 194789 194790
A 52601 52602
B 77819 77820
B 113239 113240
A 17038 17039
B 15765 189721
A 32493 1945
A 185006 185007
A 83136 83137
A 81906 81907
B 1 170440
A 13712 33834
B 21421 21422
A 124309 26832
A 132992 71115
B 164860 164861
A 61137 61138
B 158802 191870
